"id","hotel_id","url_id","language","description","created_at","updated_at"
"2d127dd1-eca0-42bb-97e7-d089dbe5e237","0004a30a-db65-429d-a36f-31efce80c37f","15b6b2e4-eade-4732-b624-9e160753f245","it","Sistemazioni Confortevoli:Il Leonardo Hotel Vienna City West a Vienna offre camere climatizzate con bagni privati, vista sulla città e servizi moderni. Ogni camera è dotata di scrivania, TV e WiFi gratuito.Dotazioni Eccezionali:Gli ospiti possono rilassarsi sulla terrazza o gustare un drink al bar. L'hotel offre WiFi gratuito, ascensore, reception aperta 24 ore su 24 e stazione di ricarica per veicoli elettrici. Servizi aggiuntivi includono parcheggio per biciclette e deposito bagagli.Posizione Ideale:Situato a 21 km dall'Aeroporto Internazionale di Vienna, l'hotel si trova a 13 minuti a piedi dalla stazione ferroviaria Wien Westbahnhof. Attrazioni nelle vicinanze includono la Wiener Stadthalle (2,4 km) e il Palazzo di Schönbrunn (2,6 km). Nei dintorni è presente anche una pista di pattinaggio su ghiaccio.Preferiti dagli Ospiti:Gli ospiti apprezzano la posizione comoda, l'eccellente rapporto qualità-prezzo e la varietà di opzioni di trasporto pubblico.","2026-03-13 20:15:15.814438+00","2026-03-13 20:15:15.814442+00"
"33e07c91-06d7-4458-8867-a09e1a3dda3f","fb3c20ec-c900-4fe1-b922-00d568747048","15b6b2e4-eade-4732-b624-9e160753f245","nl","Comfortabele accommodatie:Leonardo Hotel Vienna City West in Wenen biedt kamers met airconditioning, eigen badkamer, uitzicht op de stad en moderne voorzieningen. Elke kamer is voorzien van een bureau, tv en gratis WiFi.Uitzonderlijke faciliteiten:Gasten kunnen ontspannen op het terras of genieten van een drankje in de bar. Het hotel biedt gratis WiFi, een lift, een 24-uursreceptie en een oplaadpunt voor elektrische voertuigen. Aanvullende diensten zijn onder andere fietsenstalling en bagageopslag.Toplocatie:Het hotel ligt op 21 km van de internationale luchthaven van Wenen en op 13 minuten lopen van treinstation Wien Westbahnhof. Nabijgelegen attracties zijn onder andere de Wiener Stadthalle (2,4 km) en Schloss Schönbrunn (2,6 km). Er is ook een ijsbaan in de omgeving.Favorieten van gasten:Gasten waarderen de gunstige locatie, de uitstekende prijs-kwaliteitverhouding en de verscheidenheid aan openbaarvervoersmogelijkheden.","2026-03-13 20:17:53.713049+00","2026-03-13 20:17:53.713052+00"
"8505baf8-0e1f-4761-b657-7a834f62022d","79fe2061-53d8-42c0-aa3e-b8a16dfc23ce","15b6b2e4-eade-4732-b624-9e160753f245","pt","Com uma localização conveniente na área de 15 Rudolfsheim-Fünfhaus, em Viena, Leonardo Hotel Vienna City West situa-se a 13 minutos a pé de Estação Ferroviária Viena Oeste, a 2,4 km de Centro de Convenções Wiener Stadthalle e a 2,6 km de Palácio de Schönbrunn. Todas as acomodações neste hotel de 4 estrelas têm vistas da cidade, um terraço e um bar. O acesso Wi-Fi gratuito está disponível e estacionamento privado pode ser organizado por um custo extra.

O alojamento providencia quartos com com ar condicionado, secretária, máquina de café, cofre, televisão de ecrã plano e uma casa de banho privativa com chuveiro. As unidades providenciam roupa de cama e toalhas.

Leonardo Hotel Vienna City West disponibiliza pequeno-almoço buffet.

Os funcionários da receção aberta 24 horas falam alemão e inglês.

Schönbrunner Gardens fica a 4 km de Leonardo Hotel Vienna City West, enquanto Parlamento da Áustria fica a 4,1 km da propriedade. O Aeroporto Internacional de Viena fica a 21 km de distância.","2026-03-13 20:20:46.949527+00","2026-03-13 20:20:46.949532+00"
"cea46f89-424e-40f9-aa2b-9e89de7b5467","97e9752a-a9f2-49fc-9941-6b404ea6c418","635d8d79-fa7f-4d23-8074-0f38a8dd982b","en","The non-smoking arte Hotel Wien Stadthalle is only a 1-minute walk from the Stadthalle, the city´s premier exhibition and concert hall. The Burggasse/Stadthalle U6 Underground Station and trams 6 and 18 are only 130 metres away. Free unlimited WiFi, a 24-hour front desk and bar are available.

arte Hotel Wien Stadthalle offers bright, soundproof and air-conditioned rooms with cable TV, a work desk, a minibar and parquet flooring. The private bathrooms have a hairdryer and some rooms are facing the inner courtyard.

The buffet breakfast at the arte Hotel consists of various sweet and savoury dishes, as well as fresh coffee and juices. Guests can enjoy a drink at the stylish bar or the in the fancy courtyard, decorated with a graffiti showing famous music artists. Billiards can be played as well.



The Lugner City shopping and entertainment centre is next to the hotel. The Mariahilfer-Straße Shopping Boulevard is 1 metro stop away, while the März Park is next to the hotel.

By public transport, the hotel is 15 minutes from the city centre. The  Westbahnhof Train Station is a 10-minute walk away.","2026-03-13 20:29:27.912454+00","2026-03-13 20:29:27.912456+00"
"b2bd88e2-0066-45f7-8dce-3248bd5e453f","8c494e74-f9f4-4c4e-95a5-3185962938b1","635d8d79-fa7f-4d23-8074-0f38a8dd982b","de","Das arte Hotel Wien Stadthalle ist eine Nichtraucherunterkunft und liegt nur 1 Gehminute von der Stadthalle, dem wichtigsten Ausstellungs- und Konzertsaal der Stadt, entfernt. Die U-Bahn-Station Burggasse/Stadthalle der Linie U6 sowie Haltestellen der Straßenbahnlinien 6 und 18 liegen nur 130 m entfernt. Kostenloses unbegrenztes WLAN, eine 24-Stunden-Rezeption und eine Bar sind vorhanden.

Das arte Hotel Wien Stadthalle bietet helle, schallisolierte und klimatisierte Zimmer mit Kabel-TV, einem Schreibtisch, einer Minibar und Parkett. Die eigenen Badezimmer sind mit einem Haartrockner ausgestattet, und einige Zimmer blicken auf den Innenhof.

Das Frühstücksbuffet im arte Hotel umfasst verschiedene süße und herzhafte Speisen sowie frischen Kaffee und Säfte. Genießen Sie einen Drink in der stilvollen Bar oder im schicken Innenhof. Dieser ist mit Graffiti dekoriert, das berühmte Musikkünstler zeigt. Spielen Sie hier gern eine Partie Billard.



Gleich neben dem Hotel finden Sie das Einkaufs- und Unterhaltungszentrum Lugner City. Der Einkaufsboulevard Mariahilfer Straße befindet sich 1 U-Bahn-Station entfernt, und der Märzpark erwartet Sie direkt neben dem Hotel.

Die Innenstadt erreichen Sie vom Hotel mit öffentlichen Verkehrsmitteln in 15 Minuten. Vom Westbahnhof trennen Sie nur 10 Gehminuten.","2026-03-13 20:34:07.366435+00","2026-03-13 20:34:07.366438+00"
"c35ffdd8-db22-4446-92e6-b017b058e4df","3717b35a-a7a7-43cc-abcf-e0537fe15e46","0c291fb4-b3e7-41ea-90f3-ffd7daa90db6","it","Situato ad appena 10 minuti a piedi dal centro della città, l'elegante hotel a 4 stelle Imlauer Wien offre la connessione WiFi gratuita e sorge in una tranquilla via laterale tra 2 stazioni della metropolitana, entrambe a 200 metri di distanza.

Tutte moderne e climatizzate, le camere includono una TV satellitare a schermo piatto con canali Sky gratuiti, un minibar, una cassaforte e un bagno.

L'Hotel Imlauer Wien mette a vostra disposizione un giardino d'inverno in vetro con un bar moderno, e strutture di cui potrete usufruire gratuitamente quali una sauna, un centro fitness e un internet point.

Nelle immediate vicinanze dell'Hotel Imlauer Wien troverete il centro espositivo, il Prater, famoso per la sua ruota panoramica, e lo splendido parco Augarten.","2026-03-13 20:35:27.981576+00","2026-03-13 20:35:27.981579+00"
"ad4896b3-49ef-4b0d-a56f-f9e17869d904","bb199ffb-2d89-436a-96fa-de1e878f08e1","0c291fb4-b3e7-41ea-90f3-ffd7daa90db6","nl","Het stijlvolle 4-sterrenhotel Imlauer Wien ligt op slechts 10 minuten lopen van het centrum van de stad in een rustige zijstraat tussen 2 metrostations, beide op slechts 200 meter afstand. Er is gratis WiFi.

De moderne kamers hebben airconditioning en een badkamer. Ze zijn voorzien van een flatscreen-tv met gratis Sky-kanalen, een minibar en een kluisje.

Gasten van het Imlauer Wien kunnen ontspannen een drankje drinken aan de moderne bar in de serre. De sauna, het fitnesscentrum en de internethoek zijn gratis beschikbaar.

Hotel Imlauer Wien ligt niet ver van het congres- en beurscentrum en het Weense Prater met het beroemde reuzenrad en het prachtige park de Augarten.","2026-03-13 20:38:27.062397+00","2026-03-13 20:38:27.062399+00"
"bc3b5333-6085-4664-bb2c-85862e71278e","63605c1f-6b44-427e-b571-354c9dfc3a0c","440d6ab4-3ac8-486e-a6d2-6e8454b255ed","pt","O Ibis Wien Hauptbahnhof está localizado em Viena, a 800 metros do Palácio Belvedere e a 2 km da Ópera Estatal de Viena. Como seu hóspede poderá desfrutar de um bar no local.

Todos os quartos deste hotel são climatizados e incluem uma televisão de ecrã plano e uma casa de banho privativa.

A propriedade alberga um centro de negócios.

O Stadtpark (parque) situa-se a 2,1 km do ibis Wien Hauptbahnhof e o Museu Albertina a 2,2 km. A 15 km encontrará o Aeroporto Internacional de Viena.","2026-03-13 20:19:27.773963+00","2026-03-13 20:19:27.773965+00"
"77da2720-dd79-436b-a53f-6ac800ddcbfc","6cf859e8-99e0-4e8c-a368-e6024f83d1ee","0c291fb4-b3e7-41ea-90f3-ffd7daa90db6","es","El elegante hotel de 4 estrellas Imlauer Wien se encuentra a tan solo 10 minutos a pie del centro de la ciudad, en una tranquila calle lateral situada entre 2 estaciones de metro separadas por una distancia de 200 metros. Este establecimiento proporciona conexión WiFi gratuita.

Sus modernas habitaciones cuentan con aire acondicionado, TV de pantalla plana con canales vía satélite y canales Sky gratuitos, minibar, caja fuerte y un baño.

El Imlauer Wien alberga un salón acristalado con un bar moderno. También hay una sauna, un centro de fitness y una zona de internet de acceso gratuito.

Además, el Hotel Imlauer Wien está cerca del centro de congresos y exposiciones, del Prater de Viena, con su noria gigante, y del hermoso parque de Augarten.","2026-03-13 20:22:05.710199+00","2026-03-13 20:22:05.710202+00"
"3028080c-48af-4b9c-aa12-78fc3f1093bc","fc09df06-3bb9-43a9-9b16-8fa4da1d9f75","635d8d79-fa7f-4d23-8074-0f38a8dd982b","es","El arte Hotel Wien Stadthalle es un establecimiento para no fumadores situado a solo 1 minuto a pie del Stadthalle, el centro de exposiciones y sala de conciertos más importante de la ciudad. El alojamiento queda a solo 130 metros de la estación de metro Burggasse/Stadthalle (línea U6) y de la parada de los tranvías 6 y 18. Además, cuenta con WiFi ilimitada gratuita, recepción 24 horas y bar.

Las habitaciones del arte Hotel Wien Stadthalle son luminosas, están insonorizadas y constan de aire acondicionado, TV por cable, escritorio, minibar y suelo de parquet. También incluyen baño privado con secador de pelo. Algunas habitaciones dan a un patio interior.

El arte Hotel sirve un desayuno buffet que incluye varios platos dulces y salados, así como café recién hecho y zumos. También hay un bar elegante que ofrece bebidas y un patio precioso decorado con un grafiti que representa a músicos célebres. Además, el establecimiento cuenta con mesa de billar.



El hotel está ubicado junto al centro comercial Lugner City. Queda a 1 parada de metro del bulevar comercial Mariahilfer-Straße. Además, el alojamiento se encuentra justo al lado del parque März.

Asimismo, el hotel se halla a 15 minutos en transporte público del centro de Viena. Está a 10 minutos a pie de la estación de tren Westbahnhof.","2026-03-13 20:23:24.626176+00","2026-03-13 20:23:24.62618+00"
"519bd845-4d6d-4935-87e9-ff2acc3a1787","4dad12ee-9291-493e-9e0d-6104cf81990a","0c291fb4-b3e7-41ea-90f3-ffd7daa90db6","en","Only a 10-minute walk away from the city centre, the stylish 4-star hotel Imlauer Wien is located in a quiet side street between 2 underground stations, which are both only 200 metres away. Free WiFi is available.

The modern, air-conditioned rooms with a flat-screen satellite TV with free Sky channels, a minibar, a safe, and a bathroom.

Guests of the Imlauer Wien can relax in the modern bar in the glass-covered conservatory. The sauna, the fitness centre and the internet corner are available free of charge.

The congress and exhibition centre, as well as the Vienna Prater with the Giant Ferris Wheel and the Augarten, a beautiful park, are in the immediate vicinity of Hotel Imlauer Wien.","2026-03-13 20:26:33.108763+00","2026-03-13 20:26:33.108766+00"
"e3991441-30de-4624-bebd-09db9204328b","62080d67-7e2c-41ab-87e6-6d48ef9835b3","0c291fb4-b3e7-41ea-90f3-ffd7daa90db6","de","Das stilvolle 4-Sterne-Hotel Imlauer Wien erwartet Sie nur 10 Gehminuten vom Stadtzentrum entfernt in einer ruhigen Nebenstraße zwischen 2 U-Bahn-Stationen, die Sie beide nach nur 200 m erreichen. WLAN nutzen Sie kostenfrei.

Die modernen, klimatisierten Zimmer verfügen über einen Flachbild-Sat-TV mit kostenfreien Sky-Kanälen, eine Minibar, einen Safe und ein Badezimmer.

Im Imlauer Wien können Sie in der modernen Bar im Wintergarten mit Glasdach entspannen. Die Sauna, das Fitnesscenter und den Internetcorner nutzen Sie kostenlos.

Das Kongress- und Messezentrum, der Wiener Prater mit dem Riesenrad sowie der hübsche Augarten befinden sich in unmittelbarer Nähe des Hotels Imlauer Wien.","2026-03-13 20:30:45.690777+00","2026-03-13 20:30:45.690779+00"
"898bf38e-e327-4de7-a7f1-78ccf202563b","d5acff16-36bb-499d-9652-7215d2d9c313","0c291fb4-b3e7-41ea-90f3-ffd7daa90db6","fr","Situé à seulement 10 minutes à pied du centre-ville et à 200 mètres de 2 stations de métro, l'élégant hôtel 4 étoiles Hotel Imlauer Wien vous accueille dans une rue paisible. Une connexion Wi-Fi est accessible gracieusement.

Les chambres modernes et climatisées sont dotées d'une télévision par satellite à écran plat avec les chaînes Sky gratuites, d'un minibar, d'un coffre-fort et d'une salle de bains.

L'Imlauer Wien comporte un bar avec véranda vitrée dans lequel vous pourrez vous détendre. Le sauna, la salle de sport et l'espace Internet sont disponibles sans supplément.

Le centre des congrès, le parc des expositions, le Prater de Vienne avec sa grande roue ainsi que le beau parc Augarten se trouvent à proximité immédiate de l'Hotel Imlauer Wien.","2026-03-13 20:32:47.332275+00","2026-03-13 20:32:47.332277+00"
"a4b1d556-27a8-4b53-8420-2c6e961a3f90","550a273e-b842-4ff7-8f41-7eecc04988b9","635d8d79-fa7f-4d23-8074-0f38a8dd982b","fr","L’arte Hotel Wien Stadthalle est un établissement non-fumeurs situé à seulement une minute de marche du Stadthalle, la principale salle d’exposition et de concert de la ville. Ce logement se trouve à 130 mètres de la station de métro Burggasse/Stadthalle (ligne U6), et des arrêts des tramways 6 et 18. Vous pourrez profiter d’une connexion Wi-Fi gratuite illimitée, d’une réception ouverte 24h/24 et d’un bar.

Les chambres climatisées, insonorisées et lumineuses de l’Hotel Wien Stadthalle sont dotées de parquet, d’une télévision par câble, d’un bureau et d’un minibar. La salle de bains privative est pourvue d’un sèche-cheveux, et certains logements donnent sur la cour intérieure.

L’Hotel Wien Stadthalle sert un petit-déjeuner buffet composé de mets sucrés et salés, de café frais et de jus. Vous pourrez déguster une boisson au bar élégant, ou dans la cour raffinée, décorée d’un graffiti représentant de célèbres artistes de musique. Vous pourrez jouer au billard sur place.



Cet hôtel se trouve à proximité du centre commercial et de loisirs Lugner City. Le boulevard commerçant Mariahilfer-Straße se situe à une station de métro, et le parc März est à quelques pas.

Le centre-ville est à 15 minutes en transports en commun. La gare de Westbahnhof se trouve à 10 minutes de marche.","2026-03-13 20:37:07.115763+00","2026-03-13 20:37:07.115766+00"
"118c91fa-ac1f-4763-9d3f-bd3f692fc8a7","1a8a84a1-b170-4d6c-a9ae-ce7f7ee1190c","0c291fb4-b3e7-41ea-90f3-ffd7daa90db6","pt","Situado apenas a 10 minutos a pé do centro da cidade, o elegante hotel de 4 estrelas, Imlauer Wien, está localizado numa rua tranquila, entre 2 estações de metro, ambas localizadas apenas a 200 metros. Dispõe de acesso Wi-Fi gratuito.

Os quartos modernos e climatizados possuem uma televisão de ecrã plano por satélite com canais Sky gratuitos, um mini-bar, um cofre e uma casa de banho.

Os hóspedes do Imlauer Wien podem relaxar no bar moderno no jardim de Inverno, coberto de vidro. A sauna, o centro de fitness e a zona de acesso à Internet estão disponíveis gratuitamente.

O centro de congressos e exposições, bem como o Vienna Prater (parque de diversões) com a Roda Gigante e o belo Parque Augarten situam-se nas imediações do Hotel Imlauer Wien.","2026-03-13 20:41:09.415557+00","2026-03-13 20:41:09.41556+00"
"f6583348-fdfa-4f71-bbce-2e88d42053c5","dcff4e70-b5d7-4fba-8dd4-b3e8170555a5","635d8d79-fa7f-4d23-8074-0f38a8dd982b","it","L'arte Hotel Wien Stadthalle, per non fumatori, dista solo 1 minuto a piedi dalla Stadthalle, la principale sala concerti e mostre della città. Ad appena 130 metri raggiungerete la Stazione Metro Burggasse/Stadthalle U6 e le fermate dei tram 6 e 18. A disposizione troverete il WiFi illimitato gratuito, un bar e una reception aperta 24 ore su 24.

L'arte Hotel Wien Stadthalle vi propone luminose camere insonorizzate e dotate di aria condizionata, TV via cavo, scrivania, minibar, e pavimenti in parquet. I bagni privati presentano asciugacapelli, e alcune sistemazioni si affacciano sul cortile interno.

Ogni mattina, all’arte Hotel gusterete una colazione a buffet a base di vari piatti dolci e salati, caffè e succhi freschi. Potrete sorseggiare un drink presso l'elegante bar o nel raffinato cortile, decorato con graffiti che mostrano famosi artisti musicali. Non vi mancherà l’occasione di giocare a biliardo.



L’hotel sorge a pochi passi dal centro commerciale e di intrattenimento Lugner City. Il viale dello shopping Mariahilfer-Strasse è ubicato a 1 fermata di metropolitana, mentre il parco März vi aspetta accanto all'hotel.

Con i mezzi pubblici, l'hotel dista 15 minuti dal centro della città. In 10 minuti a piedi arriverete alla Stazione Ferroviaria Westbahnhof.","2026-03-13 20:39:49.47953+00","2026-03-13 20:39:49.479533+00"
"6c3cc0fa-ab66-4789-b20f-3a033d4bf840","fc7deafc-76d8-4521-8833-4194c65df6eb","635d8d79-fa7f-4d23-8074-0f38a8dd982b","nl","Het rookvrije arte Hotel Wien Stadthalle ligt op slechts 1 minuut wandelen van de Stadthalle, de grootste expositie- en concertzaal van de stad. Het hotel bevindt zich op 130 meter van metrostation Burggasse/Stadthalle U6 en de halte van tram 6 en 18. Je kunt gebruikmaken van gratis onbeperkte WiFi. Er zijn ook een bar aan en een 24-uursreceptie aanwezig.

Alle lichte kamers met airconditioning van arte Hotel Wien Stadthalle hebben geluidsisolatie, kabel-tv, een bureau, een minibar en een parketvloer. De eigen badkamers is voorzien van een haardroger. Vanuit sommige kamers kijk je uit op de binnenplaats.

Het ontbijtbuffet van het arte Hotel bestaat uit verschillende zoete en hartige gerechten, evenals verse koffie en vruchtensappen. Voor een drankje kun je naar de stijlvolle bar of de mooie binnenplaats met graffiti met afbeeldingen van beroemde musici. Biljarten is ook mogelijk.



Pal naast het hotel kun je het winkel- en uitgaanscentrum Lugner City bezoeken. De winkelstraat Mariahilfer-Straße bevindt zich op 1 metrohalte, en het park März is naast het hotel te vinden.

Per openbaar vervoer reis je in 15 minuten naar het stadscentrum. Het treinstation Westbahnhof is in 10 minuten wandelen te bereiken.","2026-03-13 20:42:50.384322+00","2026-03-13 20:42:50.384326+00"
